clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds
12.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,34,0.56,0.509560238,0.453028369,37.87903588
12.5,0.25,0.25,0.38,0.25,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.509001253,0.429230513,36.95787336
25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.349908358,0.358821427,29.34445707
25,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.39936701,0.388819023,31.66559817
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.437609121,0.416280584,33.99420814
12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.579981861,0.488638858,40.57450377
12.5,0.25,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.586602539,0.488615886,40.26540842
25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.509560238,0.452680279,36.63337572
12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.582954458,0.488176027,40.7940564
25,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.542831206,0.476928353,39.15823782
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.480072982,0.44549439,35.55891105
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.557250655,0.455238354,38.23520379
37.5,0.75,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.320417393,0.372179064,27.8743632
25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.619006054,0.504526655,44.48681951
12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.501777434,0.448608762,36.13019216
12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.559215109,0.476588872,38.46756134
12.5,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,16,0.26,0.525063322,0.457945593,36.84586824
25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.538371386,0.463020067,37.81761708
12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.640742728,0.527895672,45.718182
12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,24,0.39,0.400444088,0.404432592,30.80685608
25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.512307598,0.452143551,37.12143292
12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.532482559,0.465680233,37.90850822
25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.62809913,0.524273231,43.2557857
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.391598449,0.391582692,31.85521692
12.5,0.25,0.38,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.633144179,0.503663416,43.33471751
25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,16,0.26,0.511522719,0.460322355,37.44044874
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.555726691,0.469478919,34.79678871
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.401537849,0.391582692,32.29905902
25,0.5,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.511480554,0.431201835,35.48700839
12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.520756415,0.460796109,37.96058614
12.5,0.25,0.25,0.75,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.468305902,0.411271911,33.12546719
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.567958657,0.438095887,36.98857322
12.5,0.25,0.38,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.621749749,0.513721618,45.09473308
25,0.5,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.520592483,0.435291285,35.72822346
12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,1,0.1,0.58704878,0.492820232,41.13589278
25,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.541315299,0.445308404,37.96058614
25,0.5,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.449195313,0.470719039,31.1279858
12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.622622866,0.520974303,43.68715255
25,0.5,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.435969213,0.423861178,33.3406292
25,0.5,0.25,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.396766474,0.396766474,30.68026439
12.5,0.25,0.38,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.611039732,0.506604757,42.79905453
25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.476836137,0.433668483,34.74349354
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.488876344,0.423988312,34.52656124
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.572725923,0.484771683,39.78237359
12.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.579981861,0.48651762,39.81661146
25,0.5,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.410849197,0.409760795,31.1279858
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.551234401,0.470719039,38.38162699
12.5,0.25,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.378917495,0.394915268,29.73999168
37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.354413049,0.388167887,29.08514833
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.479826829,0.460627726,33.52074419
25,0.5,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.55235942,0.476002331,37.6454264
12.5,0.25,0.25,0.63,0.75,86,52,71.9,62,30,50.8,16,0.26,0.575237945,0.486889324,41.55019505
12.5,0.25,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.530709113,0.460796109,37.25124178
25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.509989204,0.455614374,35.80706195
12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.573204799,0.483787993,39.85898134
25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.574989422,0.481173502,39.98873363
25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.498657334,0.45230956,37.55556802
25,0.5,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.483671436,0.445308404,35.6026819
12.5,0.25,0.25,0.25,0.75,86,52,71.9,62,30,50.8,16,0.26,0.631417034,0.521053692,44.57214339
12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.407072571,0.392485206,31.90931611
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.57967664,0.487075422,41.76622653
25,0.5,0.38,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.494677622,0.445497348,36.10251473
25,0.25,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.425493214,0.439422701,33.12546719
25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.429000524,0.409438226,32.60317761
12.5,0.25,0.38,0.38,0.75,86,52,71.9,62,30,50.8,34,0.56,0.603544257,0.500653697,42.13008169
25,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.49368953,0.447157374,35.41408191
25,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.508275418,0.455880077,36.80735327
12.5,0.25,0.25,0.75,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.477961423,0.417947008,34.7014352
12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.612209289,0.506686303,42.79905453
25,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.483249032,0.439422701,33.22890035
12.5,0.25,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.635315515,0.524860365,44.99434918
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,24,0.39,0.481472551,0.424380104,33.34012862
12.5,0.25,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.502398084,0.430358895,35.6026819
12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,34,0.56,0.376009787,0.390310494,29.63179631
25,0.5,0.25,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.390063566,0.388860282,29.08514833
37.5,0.75,0.25,0.25,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.308856187,0.388819023,32.29905902
25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.410652063,0.403128905,31.1279858
25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,34,0.56,0.57467888,0.488638858,40.57450377
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,34,0.56,0.350874635,0.388632634,29.55021089
12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.551234401,0.471125278,38.69800786
25,0.5,0.25,0.25,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.473688611,0.411546877,33.60534043
12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.451291733,0.402853006,33.12590428
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.442869304,0.424380104,33.74349354
25,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.481204499,0.41827206,33.87425241
12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.600340952,0.498475898,41.97181605
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.522435446,0.451905492,36.40698205
25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.498696418,0.432754792,35.40935334
25,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.488308859,0.418732102,34.33876109
12.5,0.25,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.633144179,0.528322189,42.53222072
12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.529678291,0.446575791,36.49496278
12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.4096968,0.402105764,31.11988062
12.5,0.25,0.25,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.582482579,0.488527456,40.03902035
12.5,0.25,0.38,0.5,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.494199141,0.449545727,36.84586824
12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.566319234,0.467219599,39.78488765
12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.509158377,0.452680279,36.68541263
25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.52380127,0.463058596,37.69400303
25,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.492759727,0.446575791,36.13019216
25,0.5,0.38,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.480072982,0.445497348,34.89511705
12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.599556267,0.4965362,41.20331119
12.5,0.25,0.38,0.5,0.75,86,52,71.9,62,30,50.8,1,0.1,0.59248944,0.498585597,38.28235597
12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.538604193,0.471161461,38.3177098
25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.490965919,0.442248924,35.17991165
25,0.5,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.476202171,0.438612787,34.33849206
12.5,0.25,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.596036127,0.492641907,41.17620131
12.5,0.25,0.25,0.75,0.75,86,52,71.9,62,30,50.8,24,0.39,0.619887727,0.519455977,42.83192591
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.61854944,0.5251356,43.07173864
12.5,0.25,0.38,0.63,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.541142146,0.468904437,38.3177098
25,0.5,0.25,0.63,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.592798225,0.497978979,41.19101338
12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.49154744,0.448887241,35.09473308
12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.547743879,0.431201835,35.59821657
37.5,0.25,0.25,0.38,0.25,86,52,71.9,62,30,50.8,34,0.56,0.518776342,0.453028369,34.78105469
12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.59248944,0.491124144,40.84711944
25,0.5,0.25,0.5,0.5,86,52,71.9,62,30,50.8,16,0.26,0.457829397,0.435692713,32.70643359
12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.57967664,0.486201582,39.67566796
25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,34,0.56,0.521906846,0.453028369,36.46620322
12.5,0.25,0.25,0.25,0.38,86,52,71.9,62,30,50.8,34,0.56,0.425010896,0.409438226,31.38338142
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.572725927,0.481173502,40.73826603
12.5,0.25,0.25,0.25,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.603371908,0.497978979,41.05919357
25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.502106031,0.459464772,36.97636061
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.411591443,0.405558182,31.56258602
25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.451083154,0.424728104,33.32452765
12.5,0.25,0.25,0.38,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.509158377,0.455453173,36.81673726
25,0.5,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.492814967,0.446570029,35.43484314
12.5,0.25,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.61854944,0.506002075,42.02254143
12.5,0.25,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.458581988,0.403129918,31.90931611
12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.509560238,0.424803532,35.51371293
25,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.46751899,0.403129918,33.44495853
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.402052391,0.4002977,30.79561296
12.5,0.25,0.38,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.392540298,0.401236607,30.79125626
25,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.599023157,0.460795368,37.30376378
25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.511413154,0.466492143,37.07093657
25,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.532227877,0.465680233,37.25124178
12.5,0.25,0.38,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.562619298,0.477438541,43.97488159
12.5,0.25,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.505619046,0.429150584,35.23885567
12.5,0.25,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.556294925,0.474133769,38.86811018
12.5,0.25,0.38,0.38,0.63,94.6,57.2,79,68.2,33,55.9,1,0.1,0.625727004,0.516147572,43.55016374
12.5,0.25,0.25,0.38,0.63,86,52,71.9,62,30,50.8,1,0.1,0.617635584,0.535660479,44.99434918
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,34,0.56,0.5948108,0.495898084,41.92318644
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.463187081,0.439565369,34.88512085
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.376670148,0.394461774,30.79125626
25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.53434503,0.464165541,37.38218685
25,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.383786508,0.392668897,30.57509852
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,16,0.26,0.577201619,0.483787993,40.50451387
12.5,0.25,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.545094508,0.468493268,38.143078
12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.607679197,0.501568683,42.13153821
25,0.5,0.38,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.536209474,0.463275619,37.7247238
25,0.5,0.25,0.75,0.5,86,52,71.9,62,30,50.8,34,0.56,0.480963646,0.431122059,34.50605382
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,1,0.1,0.599953146,0.496270554,35.44358911
25,0.5,0.38,0.38,0.63,86,52,71.9,62,30,50.8,24,0.39,0.41016336,0.410575532,31.79765098
12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.626280739,0.516666897,42.73173641
25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.612633396,0.508336697,42.40950749
25,0.5,0.25,0.38,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.340063353,0.381767872,28.76356526
12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.52950023,0.446570029,35.48700839
12.5,0.25,0.25,0.25,0.5,86,52,71.9,62,30,50.8,16,0.26,0.520592483,0.422918386,37.4186977
25,0.5,0.38,0.38,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.496636394,0.446570029,35.72210168
12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.546259537,0.475425424,38.94515185
12.5,0.25,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.561296524,0.476588872,39.17159714
12.5,0.25,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,34,0.56,0.559324725,0.476928353,40.40291611
12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.595065655,0.490020262,40.84711944
25,0.5,0.25,0.5,0.75,86,52,71.9,62,30,50.8,24,0.39,0.496618271,0.446912521,35.28592597
12.5,0.25,0.38,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.572046486,0.482859526,39.81661146
12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34,0.56,0.410849197,0.394432592,31.74377319
12.5,0.25,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.544066693,0.475425424,37.55556802
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,34,0.56,0.385503456,0.399556226,30.68026439
12.5,0.75,0.25,0.75,0.75,86,52,71.9,62,30,50.8,1,0.1,0.423012898,0.416537797,32.78031158
12.5,0.25,0.38,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.563746659,0.48518887,40.46221144
25,0.5,0.25,0.63,0.63,86,52,71.9,62,30,50.8,1,0.1,0.618638585,0.530933466,39.81661146
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.493693466,0.447597174,35.84349356
25,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.41016336,0.412450296,32.12462708
25,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.508275418,0.457845739,35.75622341
12.5,0.25,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.599023157,0.431201835,38.7940564
25,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.508104246,0.456936833,36.84586824
12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.556715923,0.455404808,38.93452098
12.5,0.25,0.25,0.38,0.75,86,52,71.9,62,30,50.8,24,0.39,0.511522719,0.460322355,37.44044874
12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24,0.39,0.489823352,0.446570029,35.51371293
25,0.5,0.25,0.63,0.5,86,52,71.9,62,30,50.8,24,0.39,0.559094277,0.471871207,37.21076317
25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,24,0.39,0.525947983,0.430113965,35.48700839
12.5,0.25,0.25,0.25,0.75,94.6,57.2,79,68.2,33,55.9,1,0.1,0.627857666,0.520974303,44.62396561
25,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.610860604,0.504526655,42.93997745
25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.459356713,0.403129918,31.61945315
12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.556301788,0.471871207,38.6454264
12.5,0.25,0.25,0.63,0.5,86,52,71.9,62,30,50.8,34,0.56,0.593029845,0.494864674,41.72079694
25,0.5,0.38,0.38,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.543966758,0.468039601,38.15150253
25,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.488485703,0.418219535,34.25153963
25,0.5,0.25,0.5,0.75,94.6,57.2,79,68.2,33,55.9,16,0.26,0.579981861,0.488568502,40.03764422
37.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,34,0.56,0.371183688,0.382702852,30.66218699
12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.508104246,0.453028369,38.54153349
25,0.5,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.534251703,0.473660277,38.94515185
12.5,0.25,0.25,0.38,0.25,94.6,57.2,79,68.2,33,55.9,34,0.56,0.38895631,0.392787396,29.7671091
12.5,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,16,0.26,0.492076861,0.426746554,37.97024343
12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27,45.8,16,0.26,0.592156153,0.486816771,40.26540842
12.5,0.25,0.25,0.38,0.5,86,52,71.9,62,30,50.8,16,0.26,0.576561833,0.488005014,40.46221144
25,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.437188153,0.41951938,34.33876109
12.5,0.25,0.38,0.5,0.5,94.6,57.2,79,68.2,33,55.9,16,0.26,0.514086408,0.446434723,35.11807556
25,0.5,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.58249065,0.488005014,40.0282126
12.5,0.25,0.25,0.25,0.75,86,52,71.9,62,30,50.8,1,0.1,0.586303901,0.487427885,40.84238532
12.5,0.25,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.534114215,0.43226586,35.33160636
25,0.25,0.25,0.25,0.25,94.6,57.2,79,68.2,33,55.9,24,0.39,0.407072571,0.40166998,30.27510191
12.5,0.25,0.25,0.25,0.38,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.572725923,0.485912698,40.20294287
25,0.5,0.38,0.5,0.5,86,52,71.9,62,30,50.8,34,0.56,0.459356717,0.426678021,33.48611213
12.5,0.25,0.25,0.5,0.5,94.6,57.2,79,68.2,33,55.9,1,0.1,0.540112463,0.472670389,37.52274536
12.5,0.25,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16,0.26,0.529162599,0.430330293,32.70643359
25,0.5,0.38,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.473993736,0.420093742,34.66515546
25,0.5,0.38,0.5,0.75,86,52,71.9,62,30,50.8,16,0.26,0.383786508,0.37670364,29.94364365
25,0.5,0.25,0.5,0.63,94.6,57.2,79,68.2,33,55.9,24,0.39,0.469925759,0.428118259,33.3406292
12.5,0.25,0.25,0.38,0.5,77.4,46.8,64.7,55.8,27,45.8,24,0.39,0.576561833,0.472670389,39.81661146
12.5,0.25,0.25,0.63,0.63,94.6,57.2,79,68.2,33,55.9,16,0.26,0.486814739,0.437317312,35.17991165
25,0.5,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.498715892,0.447597174,35.68201491
25,0.5,0.25,0.38,0.63,77.4,46.8,64.7,55.8,27,45.8,34,0.56,0.447780771,0.42726083,33.23980604
12.5,0.25,0.25,0.75,0.63,86,52,71.9,62,30,50.8,24,0.39,0.431142084,0.424902006,33.34012862
25,0.5,0.38,0.5,0.75,77.4,46.8,64.7,55.8,27,45.8,1,0.1,0.56469662,0.470373306,44.09473308
12.5,0.25,0.25,0.63,0.5,94.6,57.2,79,68.2,33,55.9,24,0.39,0.506190323,0.456936833,36.6742427
12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1,0.1,0.469631675,0.388167887,34.18362679
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,1,0.1,0.50476135,0.455880077,36.80503364
12.5,0.25,0.25,0.75,0.5,94.6,57.2,79,68.2,33,55.9,34,0.56,0.542133036,0.463064582,37.62977375
12.5,0.25,0.25,0.5,0.63,86,52,71.9,62,30,50.8,16,0.26,0.598814008,0.491414051,41.71941614
12.5,0.25,0.25,0.25,0.25,86,52,71.9,62,30,50.8,16,0.26,0.422547698,0.40878935,32.66436708
25,0.5,0.25,0.63,0.75,86,52,71.9,62,30,50.8,34,0.56,0.496618271,0.448972519,34.89511705
12.5,0.25,0.25,0.75,0.75,94.6,57.2,79,68.2,33,55.9,24,0.39,0.437188153,0.416107584,32.29905902
